Date,Open,High,Low,Close,Adj Close,Volume
2021-12-10,16.695999,16.695999,16.695999,16.695999,16.695999,0
2021-12-13,16.712000,16.712000,16.712000,16.712000,16.712000,0
2021-12-14,16.240000,16.240000,16.240000,16.240000,16.240000,0
2021-12-15,16.448000,16.448000,16.448000,16.448000,16.448000,0
2021-12-16,16.459999,16.459999,16.448000,16.448000,16.448000,0
2021-12-17,16.194000,16.194000,16.194000,16.194000,16.194000,0
2021-12-20,15.958000,15.958000,15.958000,15.958000,15.958000,0
2021-12-21,16.139999,16.139999,16.139999,16.139999,16.139999,0
2021-12-22,16.528000,16.528000,16.528000,16.528000,16.528000,0
2021-12-23,16.770000,16.770000,16.770000,16.770000,16.770000,0
2021-12-27,16.587999,16.587999,16.587999,16.587999,16.587999,0
2021-12-28,16.691999,16.743999,16.691999,16.743999,16.743999,100
2021-12-29,16.860001,17.124001,16.860001,17.124001,17.124001,125
2021-12-30,16.680000,16.680000,16.680000,16.680000,16.680000,0
2022-01-03,16.950001,16.950001,16.950001,16.950001,16.950001,100
2022-01-04,16.542000,16.542000,16.542000,16.542000,16.542000,0
2022-01-05,16.604000,17.403999,16.604000,17.403999,17.403999,300
2022-01-06,16.238001,16.238001,16.238001,16.238001,16.238001,0
2022-01-07,16.181999,16.181999,16.181999,16.181999,16.181999,0
2022-01-10,16.156000,16.156000,16.156000,16.156000,16.156000,0
2022-01-11,16.634001,16.634001,16.587999,16.587999,16.587999,100
2022-01-12,16.573999,16.573999,16.573999,16.573999,16.573999,0
2022-01-13,16.327999,16.327999,16.327999,16.327999,16.327999,0
2022-01-14,16.160000,16.160000,16.160000,16.160000,16.160000,0
2022-01-17,16.372000,16.372000,16.372000,16.372000,16.372000,0
2022-01-18,16.186001,16.400000,16.186001,16.400000,16.400000,25
2022-01-19,16.170000,16.900000,16.170000,16.900000,16.900000,300
2022-01-20,16.222000,16.222000,16.222000,16.222000,16.222000,0
2022-01-21,16.988001,16.988001,16.802000,16.802000,16.802000,2111
2022-01-24,16.922001,16.922001,16.922001,16.922001,16.922001,0
2022-01-25,16.438000,16.850000,16.438000,16.850000,16.850000,200
2022-01-26,16.340000,16.340000,16.340000,16.340000,16.340000,0
2022-01-27,16.002001,16.002001,16.002001,16.002001,16.002001,0
2022-01-28,16.374001,16.374001,16.374001,16.374001,16.374001,0
2022-01-31,16.502001,16.502001,16.502001,16.502001,16.502001,0
2022-02-01,16.646000,16.646000,16.646000,16.646000,16.646000,0
2022-02-02,17.228001,17.228001,17.228001,17.228001,17.228001,0
2022-02-03,16.886000,16.886000,16.886000,16.886000,16.886000,0
2022-02-04,17.250000,17.250000,17.250000,17.250000,17.250000,0
2022-02-07,17.194000,17.194000,17.194000,17.194000,17.194000,0
2022-02-08,17.844000,17.848000,17.844000,17.848000,17.848000,0
2022-02-09,18.016001,18.016001,18.016001,18.016001,18.016001,10
2022-02-10,18.059999,18.059999,18.059999,18.059999,18.059999,0
2022-02-11,17.986000,17.986000,17.986000,17.986000,17.986000,0
2022-02-14,18.068001,18.260000,18.068001,18.260000,18.260000,170
2022-02-15,17.718000,17.718000,17.718000,17.718000,17.718000,0
2022-02-16,18.101999,18.148001,18.101999,18.148001,18.148001,0
2022-02-17,18.224001,18.224001,18.224001,18.224001,18.224001,0
2022-02-18,17.879999,17.879999,17.879999,17.879999,17.879999,0
2022-02-21,17.916000,17.916000,17.916000,17.916000,17.916000,0
2022-02-22,17.746000,17.950001,17.746000,17.950001,17.950001,120
2022-02-23,17.743999,17.743999,17.743999,17.743999,17.743999,0
2022-02-24,16.704000,16.704000,16.704000,16.704000,16.704000,0
2022-02-25,17.198000,17.198000,17.198000,17.198000,17.198000,0
2022-02-28,17.596001,17.596001,17.596001,17.596001,17.596001,0
2022-03-01,17.386000,17.386000,17.386000,17.386000,17.386000,0
2022-03-02,16.830000,17.098000,16.830000,17.098000,17.098000,118
2022-03-03,16.988001,16.988001,16.988001,16.988001,16.988001,0
2022-03-04,16.646000,16.646000,16.646000,16.646000,16.646000,0
2022-03-07,15.404000,15.404000,15.404000,15.404000,15.404000,0
2022-03-08,14.464000,14.464000,14.464000,14.464000,14.464000,0
2022-03-09,14.648000,14.648000,14.648000,14.648000,14.648000,0
2022-03-10,15.262000,15.262000,15.262000,15.262000,15.262000,0
2022-03-11,15.436000,15.758000,15.436000,15.758000,15.758000,50
2022-03-14,15.930000,15.930000,15.930000,15.930000,15.930000,0
2022-03-15,16.208000,16.208000,16.208000,16.208000,16.208000,0
2022-03-16,17.059999,17.336000,17.059999,17.336000,17.336000,120
2022-03-17,17.004000,17.004000,17.004000,17.004000,17.004000,0
2022-03-18,16.850000,16.850000,16.850000,16.850000,16.850000,0
2022-03-21,16.856001,16.856001,16.856001,16.856001,16.856001,0
2022-03-22,16.666000,16.938000,16.666000,16.938000,16.938000,1
2022-03-23,16.410000,16.410000,16.410000,16.410000,16.410000,0
2022-03-24,16.416000,16.416000,16.416000,16.416000,16.416000,0
2022-03-25,16.205999,16.254000,16.205999,16.254000,16.254000,12
2022-03-28,16.430000,16.430000,16.430000,16.430000,16.430000,0
2022-03-29,16.243999,16.466000,16.243999,16.466000,16.466000,1
2022-03-30,16.848000,16.848000,16.848000,16.848000,16.848000,0
2022-03-31,16.653999,16.653999,16.653999,16.653999,16.653999,0
2022-04-01,16.910000,16.910000,16.910000,16.910000,16.910000,0
2022-04-04,16.575001,16.575001,16.575001,16.575001,16.575001,0
2022-04-05,16.514999,16.514999,16.514999,16.514999,16.514999,0
2022-04-06,16.495001,16.495001,16.495001,16.495001,16.495001,0
2022-04-07,16.049999,16.049999,16.049999,16.049999,16.049999,0
2022-04-08,16.075001,16.075001,16.075001,16.075001,16.075001,0
2022-04-11,15.640000,15.640000,15.640000,15.640000,15.640000,0
2022-04-12,15.775000,15.775000,15.775000,15.775000,15.775000,0
2022-04-13,15.755000,15.760000,15.755000,15.760000,15.760000,0
2022-04-14,16.440001,16.440001,16.440001,16.440001,16.440001,0
2022-04-19,15.620000,16.150000,15.620000,16.150000,16.150000,101
2022-04-20,15.675000,15.675000,15.675000,15.675000,15.675000,0
2022-04-21,15.600000,15.600000,15.600000,15.600000,15.600000,0
2022-04-22,15.755000,16.059999,15.755000,16.059999,16.059999,200
2022-04-25,15.630000,15.630000,15.630000,15.630000,15.630000,0
2022-04-26,15.720000,15.720000,15.720000,15.720000,15.720000,0
2022-04-27,15.600000,15.600000,15.600000,15.600000,15.600000,0
2022-04-28,15.505000,15.505000,15.505000,15.505000,15.505000,0
2022-04-29,15.510000,15.510000,15.510000,15.510000,15.510000,0
2022-05-02,15.735000,15.735000,15.735000,15.735000,15.735000,0
2022-05-03,16.084999,16.084999,16.010000,16.010000,16.010000,56
2022-05-04,15.755000,15.755000,15.755000,15.755000,15.755000,0
2022-05-05,15.700000,16.000000,15.700000,16.000000,16.000000,2
2022-05-06,16.190001,16.190001,16.190001,16.190001,16.190001,0
2022-05-09,15.825000,15.825000,15.825000,15.825000,15.825000,0
2022-05-10,15.320000,15.320000,15.320000,15.320000,15.320000,0
2022-05-11,15.415000,15.415000,15.415000,15.415000,15.415000,0
2022-05-12,15.350000,15.510000,15.350000,15.355000,15.355000,1000
2022-05-13,15.930000,15.930000,15.930000,15.930000,15.930000,0
2022-05-16,15.940000,15.940000,15.900000,15.920000,15.920000,690
2022-05-17,15.890000,15.890000,15.890000,15.890000,15.890000,0
2022-05-18,16.245001,16.245001,16.245001,16.245001,16.245001,0
2022-05-19,16.379999,16.379999,16.379999,16.379999,16.379999,0
2022-05-20,16.570000,16.570000,16.570000,16.570000,16.570000,0
2022-05-23,16.395000,16.395000,16.395000,16.395000,16.395000,0
2022-05-24,16.495001,16.495001,16.495001,16.495001,16.495001,0
2022-05-25,16.540001,16.665001,16.540001,16.575001,16.575001,36
2022-05-26,16.905001,17.254999,16.905001,17.254999,17.254999,120
2022-05-27,17.209999,17.209999,17.209999,17.209999,17.209999,0
2022-05-30,17.299999,17.299999,17.299999,17.299999,17.299999,0
2022-05-31,16.905001,16.905001,16.905001,16.905001,16.905001,0
2022-06-01,17.014999,17.014999,17.014999,17.014999,17.014999,0
2022-06-02,16.820000,16.820000,16.820000,16.820000,16.820000,0
2022-06-03,16.504999,16.504999,16.504999,16.504999,16.504999,0
2022-06-06,16.815001,16.815001,16.815001,16.815001,16.815001,0
2022-06-07,16.475000,16.475000,16.475000,16.475000,16.475000,0
2022-06-08,16.514999,16.514999,16.514999,16.514999,16.514999,0
2022-06-09,16.385000,16.385000,16.385000,16.385000,16.385000,0
2022-06-10,16.450001,16.450001,16.405001,16.405001,16.405001,0
2022-06-13,16.584999,16.584999,16.584999,16.584999,16.584999,0
2022-06-14,16.165001,16.170000,16.165001,16.170000,16.170000,0
2022-06-15,15.920000,16.014999,15.920000,16.014999,16.014999,0
2022-06-16,16.080000,16.080000,16.080000,16.080000,16.080000,0
2022-06-17,15.690000,15.690000,15.650000,15.650000,15.650000,0
2022-06-20,16.065001,16.065001,16.065001,16.065001,16.065001,0
2022-06-21,16.645000,16.645000,16.645000,16.645000,16.645000,0
2022-06-22,16.420000,16.420000,16.420000,16.420000,16.420000,0
2022-06-23,16.719999,16.719999,16.719999,16.719999,16.719999,0
2022-06-24,16.305000,16.549999,16.305000,16.549999,16.549999,500
2022-06-27,16.545000,16.545000,16.545000,16.545000,16.545000,0
2022-06-28,16.450001,16.450001,16.450001,16.450001,16.450001,0
2022-06-29,16.780001,16.780001,16.780001,16.780001,16.780001,0
2022-06-30,16.490000,16.490000,16.490000,16.490000,16.490000,0
2022-07-01,16.065001,16.065001,16.065001,16.065001,16.065001,0
2022-07-04,16.065001,16.065001,16.065001,16.065001,16.065001,0
2022-07-05,16.215000,16.545000,16.215000,16.545000,16.545000,0
2022-07-06,15.955000,15.955000,15.955000,15.955000,15.955000,0
2022-07-07,15.810000,15.810000,15.810000,15.810000,15.810000,0
2022-07-08,16.105000,16.105000,16.105000,16.105000,16.105000,0
2022-07-11,16.295000,16.670000,16.295000,16.670000,16.670000,90
2022-07-12,16.070000,16.070000,16.070000,16.070000,16.070000,0
2022-07-13,16.295000,16.295000,16.295000,16.295000,16.295000,0
2022-07-14,15.915000,15.915000,15.915000,15.915000,15.915000,0
2022-07-15,15.790000,15.790000,15.790000,15.790000,15.790000,0
2022-07-18,15.730000,15.730000,15.730000,15.730000,15.730000,0
2022-07-19,15.845000,15.845000,15.845000,15.845000,15.845000,0
2022-07-20,15.985000,16.065001,15.985000,16.065001,16.065001,0
2022-07-21,15.975000,15.975000,15.975000,15.975000,15.975000,0
2022-07-22,15.815000,15.815000,15.815000,15.815000,15.815000,0
2022-07-25,16.195000,16.459999,16.145000,16.459999,16.459999,27
2022-07-26,16.205000,16.205000,16.205000,16.205000,16.205000,0
2022-07-27,16.299999,16.299999,16.299999,16.299999,16.299999,0
2022-07-28,16.320000,16.535000,16.320000,16.535000,16.535000,0
2022-07-29,16.830000,16.830000,16.830000,16.830000,16.830000,0
2022-08-01,17.264999,17.264999,17.264999,17.264999,17.264999,61
2022-08-02,17.280001,17.280001,17.280001,17.280001,17.280001,0
2022-08-03,17.340000,17.340000,17.340000,17.340000,17.340000,0
2022-08-04,17.075001,17.075001,17.075001,17.075001,17.075001,0
2022-08-05,17.100000,17.100000,17.100000,17.100000,17.100000,61
